Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Owned Copies
45047384,"The House in the Cerulean Sea (Cerulean Chronicles, #1)",T.J. Klune,"Klune, T.J.",,"=""""","=""""",0,Tor Books,Kindle Edition,393,2020,2020,,2021/12/04,to-read,to-read (#191),to-read,,,,0,0
12067,"Good Omens: The Nice and Accurate Prophecies of Agnes Nutter, Witch",Terry Pratchett,"Pratchett, Terry",Neil Gaiman,"=""""","=""""",4,William Morrow Paperbacks,Mass Market Paperback,491,2006,1990,,2021/11/26,,,read,,,,1,0
13623848,The Song of Achilles,Madeline Miller,"Miller, Madeline",,"=""""","=""""",5,Ecco,Paperback,408,2012,2011,,2021/11/29,,,read,,,,1,0
17741483,And Then the End Will Come!: But Five Things You Need to Know in the Meantime,Brandon Andress,"Andress, Brandon",,"=""1481735632""","=""9781481735636""",0,AuthorHouse,Paperback,190,2013,2013,,2021/11/29,to-read,to-read (#190),to-read,,,,0,0
11250317,The Song of Achilles,Madeline Miller,"Miller, Madeline",,"=""1408816032""","=""9781408816035""",0,Bloomsbury Publishing,Hardcover,352,2011,2011,,2021/04/06,,,read,,,,1,0
23522,Mythology,Edith Hamilton,"Hamilton, Edith",Steele Savage,"=""0316341517""","=""9780316341516""",0,"Little, Brown and Company",Paperback,497,1998,1942,,2021/11/26,,,read,,,,1,0
8953,"Freak the Mighty (Freak the Mighty, #1)",Rodman Philbrick,"Philbrick, Rodman",,"=""0439286069""","=""9780439286060""",0,Scholastic,Paperback,192,1993,1993,,2021/11/26,,,read,,,,1,0
25614492,Salt to the Sea,Ruta Sepetys,"Sepetys, Ruta",,"=""""","=""""",0,Philomel Books,Hardcover,391,2016,2016,,2021/11/26,,,read,,,,1,0
1617,Night,Elie Wiesel,"Wiesel, Elie","Marion Wiesel, François Mauriac","=""0374500010""","=""9780374500016""",0,Hill & Wang,Paperback,120,2006,1956,,2020/08/17,,,read,,,,1,0
30119,Where the Sidewalk Ends,Shel Silverstein,"Silverstein, Shel",,"=""0060513039""","=""9780060513030""",0,Harpercollins Childrens Books,Hardcover,176,2002,1974,,2021/11/26,,,read,,,,1,0
13262783,"Every Day (Every Day, #1)",David Levithan,"Levithan, David",,"=""0307931889""","=""9780307931887""",0,Knopf Books for Young Readers,Hardcover,322,2012,2012,,2021/11/26,,,read,,,,1,0
53496,Walk Two Moons,Sharon Creech,"Creech, Sharon",,"=""0060739495""","=""9780060739492""",0,HarperTrophy,Paperback,280,1996,1994,,2021/11/26,,,read,,,,1,0
8112318,"The Candymakers (The Candymakers, #1)",Wendy Mass,"Mass, Wendy",,"=""0316002585""","=""9780316002585""",0,"Little, Brown Books for Young Readers",Hardcover,453,2010,2010,,2021/11/26,,,read,,,,1,0
15195,The Complete Maus,Art Spiegelman,"Spiegelman, Art",,"=""0141014083""","=""9780141014081""",0,Penguin Books,Paperback,296,2003,1980,,2021/11/26,,,read,,,,1,0
20701984,El Deafo,Cece Bell,"Bell, Cece",David  Lasky,"=""1419710206""","=""9781419710209""",0,Harry N. Abrams,Hardcover,233,2014,2014,,2021/11/26,,,read,,,,1,0
25324132,"Auggie & Me: Three Wonder Stories (Wonder #1.5, 1.6, 1.7)",R.J. Palacio,"Palacio, R.J.",,"=""0552574775""","=""9780552574778""",0,Corgi Childrens,Paperback,303,2015,2015,,2021/11/26,,,read,,,,1,0
11387515,"Wonder (Wonder, #1)",R.J. Palacio,"Palacio, R.J.",,"=""0375869026""","=""9780375869020""",0,Alfred A. Knopf,Hardcover,315,2012,2012,,2021/11/26,,,read,,,,1,0
36756274,Bonnie and Clyde: The Making of a Legend,Karen Blumenthal,"Blumenthal, Karen",,"=""0147513839""","=""9780147513830""",0,Viking Children's Books,Paperback,256,2018,2018,,2021/11/26,,,read,,,,1,0
25653896,The Pixar Theory,Jon Negroni,"Negroni, Jon",,"=""""","=""""",0,"SlimBooks, Inc.",Kindle Edition,104,2015,2015,,2021/11/26,,,read,,,,1,0
18225810,"Sisters (Smile, #2)",Raina Telgemeier,"Telgemeier, Raina",,"=""0545540607""","=""9780545540605""",0,Scholastic/Graphix,Paperback,199,2014,2014,,2021/11/26,,,read,,,,1,0
6393631,"Smile (Smile, #1)",Raina Telgemeier,"Telgemeier, Raina",,"=""0545132053""","=""9780545132053""",0,Scholastic/Graphix,Hardcover,214,2010,2009,,2021/11/26,,,read,,,,1,0
35031085,Frankenstein: The 1818 Text,Mary Wollstonecraft Shelley,"Shelley, Mary Wollstonecraft",Charlotte  Gordon,"=""0143131842""","=""9780143131847""",0,Penguin Publishing Group,Paperback,260,2018,1818,,2021/11/26,,,read,,,,1,0
19476,Be More Chill,Ned Vizzini,"Vizzini, Ned",,"=""0786809965""","=""9780786809967""",0,Disney Hyperion,Paperback,287,2005,2004,,2021/11/26,,,read,,,,1,0
6,"Harry Potter and the Goblet of Fire (Harry Potter, #4)",J.K. Rowling,"Rowling, J.K.",Mary GrandPré,"=""0439139597""","=""9780439139595""",0,Scholastic,Paperback,734,2002,2000,,2021/11/26,,,read,,,,1,0
5,"Harry Potter and the Prisoner of Azkaban (Harry Potter, #3)",J.K. Rowling,"Rowling, J.K.",Mary GrandPré,"=""043965548X""","=""9780439655484""",0,Scholastic Inc.,Mass Market Paperback,547,2004,1999,,2021/11/26,,,read,,,,1,0
15881,"Harry Potter and the Chamber of Secrets (Harry Potter, #2)",J.K. Rowling,"Rowling, J.K.",Mary GrandPré,"=""""","=""""",0,Arthur A. Levine Books,Hardcover,352,1999,1998,,2021/11/26,,,read,,,,1,0
3,"Harry Potter and the Sorcerer's Stone (Harry Potter, #1)",J.K. Rowling,"Rowling, J.K.",,"=""0439554934""","=""9780439554930""",0,Scholastic Inc,Hardcover,309,2003,1997,,2021/11/26,,,read,,,,1,0
8852,Macbeth,William Shakespeare,"Shakespeare, William","Folger Shakespeare Library, Barbara A. Mowat, Paul Werstine","=""0743477103""","=""9780743477109""",0,Simon & Schuster,Mass Market Paperback,249,2013,1623,,2021/11/26,,,read,,,,1,0
452306,"The Sisterhood of the Traveling Pants (Sisterhood, #1)",Ann Brashares,"Brashares, Ann",,"=""0385729332""","=""9780385729338""",0,Delacorte Press,Hardcover,294,2001,2001,,2021/11/26,,,read,,,,1,0
37732,"Are You There God? It’s Me, Margaret",Judy Blume,"Blume, Judy",,"=""0689841582""","=""9780689841583""",0,Richard Jackson/Athaneum Books for Young Readers,Hardcover,149,2001,1970,,2021/11/26,,,read,,,,1,0
78411,"The Bad Beginning (A Series of Unfortunate Events, #1)",Lemony Snicket,"Snicket, Lemony",Brett Helquist,"=""0439206472""","=""9780439206471""",0,"Scholastic, Inc.",Paperback,162,1999,1999,,2021/11/26,,,read,,,,1,0
6609765,"Out of My Mind (Out of My Mind, #1)",Sharon M. Draper,"Draper, Sharon M.",,"=""141697170X""","=""9781416971702""",0,Atheneum Books for Young Readers,Hardcover,295,2010,2010,,2021/11/26,,,read,,,,1,0
171020,A Mango-Shaped Space,Wendy Mass,"Mass, Wendy",,"=""0316058254""","=""9780316058254""",0,"Little, Brown and Company",Paperback,221,2005,2005,,2021/11/26,,,read,,,,1,0
22875069,I Will Always Write Back: How One Letter Changed Two Lives,Caitlin Alifirenka,"Alifirenka, Caitlin","Liz Welch, Martin Ganda, Chukwudi Iwuji","=""0316241318""","=""9780316241311""",0,"Little, Brown Books for Young Readers",Hardcover,392,2015,2015,,2021/11/26,,,read,,,,1,0
18131,"A Wrinkle in Time (Time Quintet, #1)",Madeleine L'Engle,"L'Engle, Madeleine",,"=""0440498058""","=""9780440498056""",0,Yearling Books,Paperback,211,1973,1962,,2021/11/26,,,read,,,,1,0
37435,The Secret Life of Bees,Sue Monk Kidd,"Kidd, Sue Monk",,"=""0142001740""","=""9780142001745""",0,Penguin Books,Paperback,352,2003,2001,,2021/11/26,,,read,,,,1,0
52357,Beowulf,Unknown,"Unknown, Unknown",Seamus Heaney,"=""0393320979""","=""9780393320978""",0,W.W. Norton & Company,Paperback,259,2001,1000,,2021/11/26,,,read,,,,1,0
1540,"The Oedipus Cycle: Oedipus Rex, Oedipus at Colonus, Antigone",Sophocles,"Sophocles, Sophocles",,"=""015602764X""","=""9780156027649""",0,Mariner Books,Paperback,259,2002,-450,,2021/11/26,,,read,,,,1,0
5246,Ethan Frome,Edith Wharton,"Wharton, Edith","Anita Shreve, Elizabeth Ammons","=""""","=""""",0,Penguin Classics,Paperback,99,2005,1911,,2021/11/26,,,read,,,,1,0
48722413,All Men Want to Know,Nina Bouraoui,"Bouraoui, Nina",Aneesa Abbas Higgins,"=""0241447720""","=""9780241447727""",0,Viking,Paperback,192,2020,2018,,2021/10/31,to-read,to-read (#189),to-read,,,,0,0
39216527,Paradise Rot,Jenny Hval,"Hval, Jenny",Marjam Idriss,"=""""","=""""",0,Verso,Paperback,160,2018,2009,,2021/10/27,to-read,to-read (#188),to-read,,,,0,0
37415,Their Eyes Were Watching God,Zora Neale Hurston,"Hurston, Zora Neale",,"=""0061120065""","=""9780061120060""",0,Amistad,Paperback,238,2006,1937,,2021/10/27,,,read,,,,1,0
18114322,The Grapes of Wrath,John Steinbeck,"Steinbeck, John",,"=""067001690X""","=""9780670016907""",0,Viking,Hardcover,536,2014,1939,,2021/10/27,,,read,,,,1,0
1691271,Dina's Book,Herbjørg Wassmo,"Wassmo, Herbjørg",,"=""0552996734""","=""9780552996730""",0,Black Swan,Paperback,527,1996,1989,,2021/10/26,to-read,to-read (#187),to-read,,,,0,0
55276648,The Reading List,Sara Nisha Adams,"Adams, Sara Nisha",,"=""0063025280""","=""9780063025288""",0,William Morrow,Hardcover,368,2021,2021,,2021/10/25,to-read,to-read (#186),to-read,,,,0,0
32076678,The Fact of a Body: A Murder and a Memoir,Alexandria Marzano-Lesnevich,"Marzano-Lesnevich, Alexandria",,"=""1250080541""","=""9781250080547""",0,Flatiron Books,Hardcover,326,2017,2017,,2021/10/25,to-read,to-read (#185),to-read,,,,0,0
287019,Towards the End of the Morning,Michael Frayn,"Frayn, Michael",,"=""0571225578""","=""9780571225576""",0,Faber & Faber,Paperback,221,2005,1967,,2021/10/24,to-read,to-read (#184),to-read,,,,0,0
30919,Scoop,Evelyn Waugh,"Waugh, Evelyn",,"=""0141187492""","=""9780141187495""",0,Penguin Books UK,Paperback,222,2003,1938,,2021/10/24,to-read,to-read (#183),to-read,,,,0,0
57680483,Tink and Wendy,Kelly Ann Jacobson,"Jacobson, Kelly Ann",,"=""1953103138""","=""9781953103130""",0,Three Rooms Press,Paperback,248,2021,2021,,2021/10/24,to-read,to-read (#182),to-read,,,,0,0
460006,Paradiso,José Lezama Lima,"Lima, José Lezama",Gregory Rabassa,"=""156478228X""","=""9781564782281""",0,Dalkey Archive Press,Paperback,466,2000,1966,,2021/10/15,to-read,to-read (#181),to-read,,,,0,0
11366397,"The Program (The Program, #1)",Suzanne Young,"Young, Suzanne",,"=""1442445807""","=""9781442445802""",0,Simon Pulse,Hardcover,405,2013,2013,,2021/10/12,to-read,to-read (#180),to-read,,,,0,0
230852,"City of Saints and Madmen (Ambergris, #1)",Jeff Vandermeer,"Vandermeer, Jeff",,"=""0553383574""","=""9780553383577""",0,Bantam,Paperback,704,2007,2002,,2021/10/11,to-read,to-read (#179),to-read,,,,0,0
30319086,If We Were Villains,M.L. Rio,"Rio, M.L.",,"=""125009528X""","=""9781250095282""",0,Flatiron Books,Hardcover,354,2017,2017,,2021/10/09,to-read,to-read (#178),to-read,,,,0,0
50403446,"Ambergris (Ambergris, #1-3)",Jeff Vandermeer,"Vandermeer, Jeff",,"=""0374103178""","=""9780374103170""",0,MCD,Hardcover,880,2020,2020,,2021/10/09,to-read,to-read (#177),to-read,,,,0,0
53746807,Sparks Like Stars,Nadia Hashimi,"Hashimi, Nadia",,"=""0063008289""","=""9780063008281""",0,William Morrow,Hardcover,464,2021,2021,,2021/09/21,to-read,to-read (#176),to-read,,,,0,0
37969723,"The Silence of the Girls (Women of Troy, #1)",Pat Barker,"Barker, Pat",,"=""""","=""""",0,Doubleday Books,Hardcover,325,2018,2018,,2021/09/20,to-read,to-read (#175),to-read,,,,0,0
50887097,"Why Fish Don’t Exist: A Story of Loss, Love, and the Hidden Order of Life",Lulu Miller,"Miller, Lulu",,"=""""","=""""",0,Simon & Schuster,Hardcover,225,2020,2020,,2021/09/17,to-read,to-read (#174),to-read,,,,0,0
56769532,People Love Dead Jews: Reports from a Haunted Present,Dara Horn,"Horn, Dara",,"=""0393531562""","=""9780393531565""",0,W. W. Norton & Company,Hardcover,237,2021,2021,,2021/09/14,to-read,to-read (#173),to-read,,,,0,0
52588559,Days of Steel Rain: The Epic Story of a WWII Vengeance Ship in the Year of the Kamikaze,Brent E. Jones,"Jones, Brent E.",,"=""031645110X""","=""9780316451109""",0,Hachette Books,Hardcover,400,2021,,,2021/09/10,to-read,to-read (#172),to-read,,,,0,0
50520939,"The Atlas Six (The Atlas, #1)",Olivie Blake,"Blake, Olivie",,"=""""","=""""",0,,Kindle Edition,376,2020,2020,,2021/09/10,to-read,to-read (#171),to-read,,,,0,0
3263607,"The Fellowship of the Ring (The Lord of the Rings, #1)",J.R.R. Tolkien,"Tolkien, J.R.R.",,"=""""","=""""",0,Ballantine Books,Mass Market Paperback,527,1973,1954,,2021/09/06,to-read,to-read (#170),to-read,,,,0,0
13496,"A Game of Thrones (A Song of Ice and Fire, #1)",George R.R. Martin,"Martin, George R.R.",,"=""0553588486""","=""9780553588484""",0,Bantam,Mass Market Paperback,835,2005,1996,,2021/09/06,to-read,to-read (#169),to-read,,,,0,0
29044,The Secret History,Donna Tartt,"Tartt, Donna",,"=""1400031702""","=""9781400031702""",0,Vintage Books,Paperback,559,2004,1992,,2021/09/06,to-read,to-read (#168),to-read,,,,0,0
22822858,A Little Life,Hanya Yanagihara,"Yanagihara, Hanya",,"=""0385539258""","=""9780385539258""",0,Doubleday,Hardcover,720,2015,2015,,2021/08/18,to-read,to-read (#167),to-read,,,,0,0
9014,The Long Walk,Richard  Bachman,"Bachman, Richard",Stephen  King,"=""0451196716""","=""9780451196712""",0,Signet,Mass Market Paperback,370,1999,1979,,2021/08/04,to-read,to-read (#166),to-read,,,,0,0
27362503,"It Ends with Us (It Ends with Us, #1)",Colleen Hoover,"Hoover, Colleen",,"=""1668021048""","=""9781668021040""",0,Atria Books,Kindle Edition,386,2023,2016,,2021/08/03,to-read,to-read (#165),to-read,,,,0,0
54985743,People We Meet on Vacation,Emily Henry,"Henry, Emily",,"=""1984806750""","=""9781984806758""",0,Berkley,Paperback,361,2021,2021,,2021/08/01,to-read,to-read (#164),to-read,,,,0,0
55711682,The Atmospherians,Isle McElroy,"McElroy, Isle",,"=""1982158301""","=""9781982158309""",0,Atria Books,Hardcover,304,2021,2021,,2021/08/01,to-read,to-read (#163),to-read,,,,0,0
54132594,Ice Queen,Felicia Farber,"Farber, Felicia",,"=""0996470859""","=""9780996470858""",5,Pyramid Press,Kindle Edition,322,2020,2020,,2021/07/31,,,read,,,,1,0
18465852,The Book of Unknown Americans,Cristina Henríquez,"Henríquez, Cristina",,"=""0385350848""","=""9780385350846""",4,Knopf,Hardcover,286,2014,2014,,2021/02/02,,,read,,,,2,0
41957126,Verity,Colleen Hoover,"Hoover, Colleen",,"=""""","=""""",0,"Hoover Ink, Inc.",Kindle Edition,324,2018,2018,,2021/07/29,to-read,to-read (#162),to-read,,,,0,0
44323708,"Desperate Measures (Wicked Villains, #1)",Katee Robert,"Robert, Katee",,"=""""","=""""",0,Trinkets and Tales LLC,ebook,230,2019,2019,,2021/07/29,to-read,to-read (#161),to-read,,,,0,0
40597810,Daisy Jones & The Six,Taylor Jenkins Reid,"Reid, Taylor Jenkins",,"=""1524798622""","=""9781524798628""",0,Ballantine Books,Hardcover,368,2019,2019,,2021/07/18,to-read,to-read (#160),to-read,,,,0,0
17690,The Trial,Franz Kafka,"Kafka, Franz","Max Brod, Willa Muir, Edwin Muir","=""""","=""""",0,Vintage,Paperback,255,2001,1925,,2021/07/15,to-read,to-read (#159),to-read,,,,0,0
23847958,"The Poetry of Yehuda Amichai (The Copenhagen Trilogy, 2)",Yehuda Amichai,"Amichai, Yehuda",Robert Alter,"=""0374235252""","=""9780374235253""",0,"Farrar, Straus and Giroux",Hardcover,576,2015,2015,,2021/07/15,to-read,to-read (#158),to-read,,,,0,0
1702984,Drop: A Novel,Mat Johnson,"Johnson, Mat",,"=""1582341044""","=""9781582341040""",0,Bloomsbury USA,Hardcover,288,2000,2000,,2021/06/25,to-read,to-read (#157),to-read,,,,0,0
43263680,"Ninth House (Alex Stern, #1)",Leigh Bardugo,"Bardugo, Leigh",,"=""1250313074""","=""9781250313072""",0,Flatiron Books,Hardcover,461,2019,2019,,2021/06/24,to-read,to-read (#156),to-read,,,,0,0
5129,Brave New World,Aldous Huxley,"Huxley, Aldous",,"=""0060929871""","=""9780060929879""",0,HarperPerennial / Perennial Classics,Paperback,288,1998,1932,,2021/06/24,to-read,to-read (#155),to-read,,,,0,0
25733658,Into the Magic Shop: A Neurosurgeon's Quest to Discover the Mysteries of the Brain and the Secrets of the Heart,James R. Doty,"Doty, James R.",,"=""1594632987""","=""9781594632983""",0,Avery,Hardcover,288,2016,2016,,2021/05/27,to-read,to-read (#154),to-read,,,,0,0
4934,The Brothers Karamazov,Fyodor Dostoevsky,"Dostoevsky, Fyodor","Richard Pevear, Larissa Volokhonsky","=""0374528373""","=""9780374528379""",0,"Farrar, Straus and Giroux",Paperback,796,2002,1880,,2021/04/29,to-read,to-read (#153),to-read,,,,0,0
32497573,Everyone's a Aliebn When Ur a Aliebn Too,Jomny Sun,"Sun, Jomny",Jonny Sun,"=""""","=""""",0,Harper Perennial,ebook,256,2017,2017,,2021/04/21,to-read,to-read (#152),to-read,,,,0,0
27883214,"Caraval (Caraval, #1)",Stephanie Garber,"Garber, Stephanie",,"=""1250095255""","=""9781250095251""",0,Flatiron Books,Hardcover,407,2017,2016,,2021/04/11,to-read,to-read (#151),to-read,,,,0,0
36949995,The Boneless Mercies,April Genevieve Tucholke,"Tucholke, April Genevieve",,"=""0374307067""","=""9780374307066""",0,"Farrar, Straus and Giroux",Hardcover,352,2018,2018,,2021/04/06,to-read,to-read (#150),to-read,,,,0,0
489481,Kill Your Darlings,Terence Blacker,"Blacker, Terence",,"=""0312302835""","=""9780312302832""",0,St. Martin's Griffin,Paperback,304,2003,2000,,2021/03/26,to-read,to-read (#149),to-read,,,,0,0
67238,Dead Poets Society,N.H. Kleinbaum,"Kleinbaum, N.H.",Tom Schulman,"=""0553282980""","=""9780553282986""",0,Starfire,Paperback,166,1989,1988,,2021/03/26,to-read,to-read (#148),to-read,,,,0,0
11013,Finnegans Wake,James Joyce,"Joyce, James",,"=""0571217354""","=""9780571217359""",0,Faber & Faber,Paperback,628,2002,1939,,2021/03/24,to-read,to-read (#147),to-read,,,,0,0
32620332,The Seven Husbands of Evelyn Hugo,Taylor Jenkins Reid,"Reid, Taylor Jenkins",,"=""1501139231""","=""9781501139239""",0,Atria Books,Hardcover,389,2017,2017,,2021/03/18,to-read,to-read (#146),to-read,,,,0,0
53327885,Love in English,Maria E. Andreu,"Andreu, Maria E.",,"=""0062996517""","=""9780062996510""",0,HarperCollins,Hardcover,336,2021,2021,,2021/03/16,to-read,to-read (#145),to-read,,,,0,0
7190,The Three Musketeers,Alexandre Dumas,"Dumas, Alexandre","Richard Pevear, Philip Bates, William Barrow, August Zoller, Marisa Zini, Moshe Ukkle, Pierre Toutain-Dorbec, John      Lee, Jacques Georges Clemenc Le Clercq, Natalie Montoto, S.M. Sheley, Daniel Rasmusson, Louis Jourdan, Walter Covell, Michael  Page, Michael Hugh Johnson, Sylvie Thorel-Cailleteau, Milo Winter, Bill Homewood, Arthur Paul John Charles James Gore Sudley, S.N. Rizvi, Giorgio Manganelli, William Robson, Isabel Ely Lord, Александр Дюма","=""""","=""""",0,Modern Library,Paperback,625,2001,1844,,2021/03/10,to-read,to-read (#144),to-read,,,,0,0
12000020,"Aristotle and Dante Discover the Secrets of the Universe (Aristotle and Dante, #1)",Benjamin Alire Sáenz,"Sáenz, Benjamin Alire",,"=""1442408928""","=""9781442408920""",0,Simon & Schuster Books for Young Readers,Hardcover,390,2012,2012,,2021/03/10,to-read,to-read (#143),to-read,,,,0,0
13153370,My Policeman,Bethan Roberts,"Roberts, Bethan",,"=""0701185848""","=""9780701185848""",0,Chatto & Windus,Hardcover,352,2012,2012,,2021/03/10,to-read,to-read (#142),to-read,,,,0,0
56923399,The Map of Tiny Perfect Things,Lev Grossman,"Grossman, Lev",,"=""0316281220""","=""9780316281225""",0,"Little, Brown Books for Young Readers",Kindle Edition,66,2021,2021,,2021/03/07,to-read,to-read (#141),to-read,,,,0,0
375013,Schindler’s List,Thomas Keneally,"Keneally, Thomas",,"=""0340606517""","=""9780340606513""",0,Sceptre,Mass Market Paperback,429,1994,1982,,2021/03/03,to-read,to-read (#140),to-read,,,,0,0
312776,Visiting Hours,Shane L. Koyczan,"Koyczan, Shane L.",,"=""0973813105""","=""9780973813104""",0,"House of Parlance Media, Inc.",Paperback,112,2005,2013,,2021/03/02,to-read,to-read (#139),to-read,,,,0,0
56228411,Mala & the Mask of Gold,Jaime Martin Ko Atilano,"Atilano, Jaime Martin Ko",,"=""1636761461""","=""9781636761466""",0,"New Degree Press (December 6, 2020)",Kindle Edition,0,2020,2020,,2021/02/22,to-read,to-read (#138),to-read,,,,0,0
18144590,The Alchemist,Paulo Coelho,"Coelho, Paulo",,"=""0062315005""","=""9780062315007""",5,HarperOne,Paperback,182,2014,1988,,2020/05/23,,,read,A perfect book for dreamers. ,,,2,0
42270835,The Nickel Boys,Colson Whitehead,"Whitehead, Colson",,"=""""","=""""",4,Doubleday,ebook,213,2019,2019,,2021/02/17,,,read,,,,1,0
44000615,The Color of Love: A Story of a Mixed-Race Jewish Girl,Marra B. Gad,"Gad, Marra B.",,"=""157284275X""","=""9781572842755""",0,Agate Bolden,Paperback,256,2019,2019,,2021/02/12,to-read,to-read (#137),to-read,,,,0,0
46190,"Love Is a Mix Tape: Life and Loss, One Song at a Time",Rob Sheffield,"Sheffield, Rob",,"=""1400083028""","=""9781400083022""",0,Crown Publishing Group (NY),Hardcover,224,2007,2007,,2021/02/08,to-read,to-read (#135),to-read,,,,0,0
23534,Love Is a Dog from Hell,Charles Bukowski,"Bukowski, Charles",,"=""0876853629""","=""9780876853627""",0,Ecco (An Imprint of HarperCollinsPublishers),Paperback,312,2003,1977,,2021/02/08,to-read,to-read (#134),to-read,,,,0,0
40877706,"Woven in Moonlight (Woven in Moonlight, #1)",Isabel Ibañez,"Ibañez, Isabel",,"=""1624148026""","=""9781624148026""",0,Page Street Books,Kindle Edition,384,2020,2020,,2021/02/07,to-read,to-read (#133),to-read,,,,0,0
36336078,"Call Me By Your Name (Call Me By Your Name, #1)",André Aciman,"Aciman, André",,"=""""","=""""",0,Atlantic Books,Paperback,248,2017,2007,,2021/02/05,to-read,to-read (#132),to-read,,,,0,0
62031,"The City of Dreaming Books (Zamonia, #4)",Walter Moers,"Moers, Walter",,"=""0099490579""","=""9780099490579""",0,Vintage Books,Paperback,461,2007,2004,,2021/02/05,to-read,to-read (#131),to-read,,,,0,0
17293843,The 131/2 Lives of Captain Bluebear (Zamonia),Walter Moers,"Moers, Walter",Bronson Pinchot,"=""1441732586""","=""9781441732583""",5,Blackstone Audiobooks,Audio CD,0,2013,1999,,2021/02/05,,,read,,,,1,0
9328,The House of the Spirits,Isabel Allende,"Allende, Isabel",Magda Bogin,"=""0553383809""","=""9780553383805""",0,Dial Press Trade Paperback,Paperback,448,2005,1982,,2021/02/04,to-read,to-read (#130),to-read,,,,0,0
52766407,"Today Tonight Tomorrow (Rowan & Neil, #1)",Rachel Lynn Solomon,"Solomon, Rachel Lynn",,"=""1534440240""","=""9781534440241""",0,Simon Pulse,Hardcover,364,2020,2020,,2021/02/02,to-read,to-read (#129),to-read,,,,0,0
97403,Natasha and Other Stories,David Bezmozgis,"Bezmozgis, David",,"=""0312423934""","=""9780312423933""",0,Picador,Paperback,160,2005,2004,,2021/02/02,to-read,to-read (#128),to-read,,,,0,0
3637,Bread Givers,Anzia Yezierska,"Yezierska, Anzia",Alice Kessler-Harris,"=""0892552905""","=""9780892552900""",0,Persea,Paperback,297,2003,1925,,2021/02/02,to-read,to-read (#127),to-read,,,,0,0
30688435,Exit West,Mohsin Hamid,"Hamid, Mohsin",,"=""0735212171""","=""9780735212176""",0,Riverhead Books,Hardcover,231,2017,2017,,2021/02/02,to-read,to-read (#126),to-read,,,,0,0
158277,Enrique's Journey,Sonia Nazario,"Nazario, Sonia",,"=""0812971787""","=""9780812971781""",0,Random House Trade Paperbacks,Paperback,294,2007,2005,,2021/02/02,to-read,to-read (#125),to-read,,,,0,0
12220,A Streetcar Named Desire,Tennessee Williams,"Williams, Tennessee",,"=""0822210894""","=""9780822210894""",0,Concord Theatricals,Paperback,107,1998,1947,,2021/02/01,to-read,to-read (#124),to-read,,,,0,0
126587,Manhattan Transfer,John Dos Passos,"Passos, John Dos",,"=""0618381864""","=""9780618381869""",0,Mariner Books Classics,Paperback,342,2003,1925,,2021/02/01,to-read,to-read (#123),to-read,,,,0,0
853510,"Murder on the Orient Express (Hercule Poirot, #10)",Agatha Christie,"Christie, Agatha",,"=""0007119313""","=""9780007119318""",0,HarperCollins,Paperback,274,2007,1934,,2021/01/28,to-read,to-read (#122),to-read,,,,0,0
54110109,Like Home,Louisa Onomé,"Onomé, Louisa",,"=""1443459941""","=""9781443459945""",0,HarperCollins,Hardcover,416,2021,2021,,2021/01/19,to-read,to-read (#120),to-read,,,,0,0
24800,House of Leaves,Mark Z. Danielewski,"Danielewski, Mark Z.",,"=""""","=""""",0,Random House,Paperback,709,2000,2000,,2021/01/21,to-read,to-read (#121),to-read,,,,0,0
18090125,The Free,Willy Vlautin,"Vlautin, Willy",,"=""0062276743""","=""9780062276742""",0,Harper Perennial,Paperback,320,2014,2014,,2021/01/16,to-read,to-read (#119),to-read,,,,0,0
110391,"The Duke and I (Bridgertons, #1)",Julia Quinn,"Quinn, Julia",,"=""0380800829""","=""9780380800827""",0,Avon Books,Mass Market Paperback,384,2006,2000,,2021/01/16,to-read,to-read (#118),to-read,,,,0,0
48635845,Little Eyes,Samanta Schweblin,"Schweblin, Samanta",Megan McDowell,"=""0525541365""","=""9780525541363""",0,Riverhead Books,Hardcover,256,2020,2018,,2021/01/13,to-read,to-read (#117),to-read,,,,0,0
11297,Norwegian Wood,Haruki Murakami,"Murakami, Haruki",Jay Rubin,"=""""","=""""",0,Vintage Books,Paperback,296,2000,1987,,2021/01/13,to-read,to-read (#116),to-read,,,,0,0
4929,Kafka on the Shore,Haruki Murakami,"Murakami, Haruki",Philip Gabriel,"=""""","=""""",0,Vintage International,Paperback,467,2006,2002,,2021/01/13,to-read,to-read (#115),to-read,,,,0,0
22034,"The Godfather (The Godfather, #1)",Mario Puzo,"Puzo, Mario","Robert Thompson, Peter Bart","=""""","=""""",0,NAL,Paperback,428,2002,1969,,2021/01/08,to-read,to-read (#114),to-read,,,,0,0
374388,Testament of Youth,Vera Brittain,"Brittain, Vera","Mark Bostridge, Shirley Williams","=""0143039237""","=""9780143039235""",0,Penguin Classics,Paperback,688,2005,1933,,2021/01/06,to-read,to-read (#113),to-read,,,,0,0
51477571,We Need To Talk About The British Empire,Afua Hirsch,"Hirsch, Afua",,"=""""","=""""",0,Audible Original,Unknown Binding,,,,,2021/01/06,to-read,to-read (#112),to-read,,,,0,0
